date_received,status,borough,major_category,minor_category,problem_status,problem_code,post_code,type,time_to_close
2023-01-02 07:15:49,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11413,EMERGENCY,0
2023-01-02 07:16:47,CLOSE,QUEENS,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,11379,IMMEDIATE EMERGENCY,1
2023-01-02 07:16:47,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11379,EMERGENCY,1
2023-01-02 07:18:35,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10473,EMERGENCY,0
2023-01-02 07:27:08,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,0
2023-01-02 07:32:38,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11234,EMERGENCY,3
2023-01-02 07:38:06,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,BASIN BROKEN/LEAKING,10457,EMERGENCY,9
2023-01-02 07:39:39,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11385,EMERGENCY,2
2023-01-02 07:39:42,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,FAUCET BROKEN/MISSING/LEAKING,10452,NON EMERGENCY,4
2023-01-02 07:39:42,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10452,EMERGENCY,4
2023-01-02 07:39:42,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,10452,IMMEDIATE EMERGENCY,4
2023-01-02 07:39:42,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10452,NON EMERGENCY,4
2023-01-02 07:40:15,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,FAUCET BROKEN/MISSING/LEAKING,11238,NON EMERGENCY,28
2023-01-02 07:42:26,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11218,EMERGENCY,2
2023-01-02 07:42:48,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10025,EMERGENCY,3
2023-01-02 07:45:56,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10013,EMERGENCY,6
2023-01-02 07:46:09,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10458,EMERGENCY,2
2023-01-02 07:46:54,CLOSE,BRONX,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,10452,NON EMERGENCY,90
2023-01-02 07:46:54,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10452,NON EMERGENCY,90
2023-01-02 07:46:54,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10452,EMERGENCY,90
2023-01-02 07:47:58,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10452,NON EMERGENCY,30
2023-01-02 07:52:26,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11420,EMERGENCY,5
2023-01-02 07:52:28,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10463,EMERGENCY,1
2023-01-02 07:57:51,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10009,EMERGENCY,1
2023-01-02 07:59:11,CLOSE,BROOKLYN,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,11220,EMERGENCY,56
2023-01-02 07:59:11,CLOSE,BROOKLYN,SAFETY,FIRE ESCAPE,CLOSE,RUSTED OR PEELING,11220,NON EMERGENCY,56
2023-01-02 07:59:11,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,11220,NON EMERGENCY,56
2023-01-02 07:59:11,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,11220,NON EMERGENCY,56
2023-01-02 08:00:33,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,2
2023-01-02 08:00:37,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10282,EMERGENCY,1
2023-01-02 08:06:00,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11226,EMERGENCY,40
2023-01-02 08:06:00,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,11226,EMERGENCY,40
2023-01-02 08:10:01,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10458,EMERGENCY,70
2023-01-02 08:10:01,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10458,EMERGENCY,70
2023-01-02 08:10:01,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10458,EMERGENCY,70
2023-01-02 08:10:01,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,10458,EMERGENCY,70
2023-01-02 08:10:01,CLOSE,BRONX,ELECTRIC,LIGHTING,CLOSE,FIXTURE WET OR FLOODED,10458,EMERGENCY,70
2023-01-02 08:10:01,CLOSE,BRONX,SAFETY,SMOKE DETECTOR,CLOSE,BROKEN OR MISSING,10458,EMERGENCY,70
2023-01-02 08:12:05,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10039,EMERGENCY,1
2023-01-02 08:15:31,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10027,EMERGENCY,1
2023-01-02 08:17:58,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10017,EMERGENCY,1
2023-01-02 08:22:24,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10466,EMERGENCY,1
2023-01-02 08:22:24,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,10466,IMMEDIATE EMERGENCY,1
2023-01-02 08:25:36,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10451,EMERGENCY,1
2023-01-02 08:25:42,CLOSE,QUEENS,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11422,EMERGENCY,17
2023-01-02 08:25:42,CLOSE,QUEENS,PLUMBING,TOILET,CLOSE,BOWL CRACKED OR LEAKING,11422,EMERGENCY,17
2023-01-02 08:25:42,CLOSE,QUEENS,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOOSE OR DEFECTIVE,11422,EMERGENCY,17
2023-01-02 08:25:42,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11422,EMERGENCY,17
2023-01-02 08:27:47,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11102,EMERGENCY,4
2023-01-02 08:29:03,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11207,EMERGENCY,2
2023-01-02 08:31:19,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11213,EMERGENCY,2
2023-01-02 08:34:16,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10029,EMERGENCY,2
2023-01-02 08:35:34,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,11209,EMERGENCY,105
2023-01-02 08:36:52,CLOSE,BRONX,ELECTRIC,POWER OUTAGE,CLOSE,HALLS AND STAIRS ONLY,10457,IMMEDIATE EMERGENCY,2
2023-01-02 08:37:16,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11213,EMERGENCY,0
2023-01-02 08:41:16,CLOSE,MANHATTAN,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,10039,NON EMERGENCY,12
2023-01-02 08:41:16,CLOSE,MANHATTAN,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,OVEN DOOR MISSING OR BROKEN,10039,EMERGENCY,12
2023-01-02 08:41:16,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10039,EMERGENCY,12
2023-01-02 08:41:20,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11207,EMERGENCY,2
2023-01-02 08:43:41,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,11214,NON EMERGENCY,129
2023-01-02 08:44:08,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11212,EMERGENCY,1
2023-01-02 08:44:11,CLOSE,BRONX,ELECTRIC,LIGHTING,CLOSE,DIMS OR FLICKERS,10451,NON EMERGENCY,9
2023-01-02 08:44:11,CLOSE,BRONX,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,10451,NON EMERGENCY,9
2023-01-02 08:45:17,CLOSE,BRONX,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,10457,NON EMERGENCY,89
2023-01-02 08:45:17,CLOSE,BRONX,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,OVEN DOOR MISSING OR BROKEN,10457,EMERGENCY,89
2023-01-02 08:45:17,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10457,NON EMERGENCY,89
2023-01-02 08:47:35,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10472,EMERGENCY,2
2023-01-02 08:55:06,CLOSE,BRONX,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,10457,EMERGENCY,9
2023-01-02 08:55:06,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10457,NON EMERGENCY,9
2023-01-02 08:55:31,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10034,EMERGENCY,1
2023-01-02 08:55:49,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11214,EMERGENCY,2
2023-01-02 08:56:48,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10451,EMERGENCY,1
2023-01-02 08:57:43,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11418,EMERGENCY,21
2023-01-02 08:57:43,CLOSE,QUEENS,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,11418,EMERGENCY,21
2023-01-02 08:57:43,CLOSE,QUEENS,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE APARTMENT,11418,IMMEDIATE EMERGENCY,21
2023-01-02 08:58:05,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,10453,NON EMERGENCY,8
2023-01-02 08:58:05,CLOSE,BRONX,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,10453,EMERGENCY,8
2023-01-02 08:58:05,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10453,EMERGENCY,8
2023-01-02 08:58:10,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10458,EMERGENCY,1
2023-01-02 09:00:09,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11207,EMERGENCY,2
2023-01-02 09:01:33,CLOSE,BRONX,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,10457,EMERGENCY,2
2023-01-02 09:01:33,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,10457,NON EMERGENCY,2
2023-01-02 09:01:33,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10457,NON EMERGENCY,2
2023-01-02 09:01:33,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10457,NON EMERGENCY,2
2023-01-02 09:02:56,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,2
2023-01-02 09:04:20,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10471,EMERGENCY,2
2023-01-02 09:06:27,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,2
2023-01-02 09:08:24,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10457,EMERGENCY,2
2023-01-02 09:08:51,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10023,EMERGENCY,1
2023-01-02 09:09:01,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10032,EMERGENCY,2
2023-01-02 09:09:50,CLOSE,BROOKLYN,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE,BROKEN OR MISSING,11221,EMERGENCY,17
2023-01-02 09:09:50,CLOSE,BROOKLYN,GENERAL,COOKING GAS,CLOSE,SHUT-OFF,11221,EMERGENCY,17
2023-01-02 09:09:50,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11221,EMERGENCY,17
2023-01-02 09:09:50,CLOSE,BROOKLYN,SAFETY,SMOKE DETECTOR,CLOSE,BROKEN OR MISSING,11221,EMERGENCY,17
2023-01-02 09:09:50,CLOSE,BROOKLYN,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,INACCESSIBLE,11221,NON EMERGENCY,17
2023-01-02 09:09:50,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11221,EMERGENCY,17
2023-01-02 09:13:26,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10467,EMERGENCY,2
2023-01-02 09:13:50,CLOSE,BRONX,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,10462,NON EMERGENCY,16
2023-01-02 09:14:06,CLOSE,BRONX,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,PILOT LIGHT OUT,10453,NON EMERGENCY,35
2023-01-02 09:14:13,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10458,EMERGENCY,0
2023-01-02 09:15:48,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11203,EMERGENCY,2
2023-01-02 09:15:55,CLOSE,BROOKLYN,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,11213,EMERGENCY,2
2023-01-02 09:15:55,CLOSE,BROOKLYN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11213,EMERGENCY,2
2023-01-02 09:15:55,CLOSE,BROOKLYN,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11213,IMMEDIATE EMERGENCY,2
2023-01-02 09:16:09,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10023,EMERGENCY,1
2023-01-02 09:16:11,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10467,NON EMERGENCY,3
2023-01-02 09:16:13,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,1
2023-01-02 09:16:21,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11203,EMERGENCY,2
2023-01-02 09:16:29,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,2
2023-01-02 09:18:05,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11214,EMERGENCY,0
2023-01-02 09:18:06,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10467,EMERGENCY,3
2023-01-02 09:19:26,CLOSE,MANHATTAN,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,10025,EMERGENCY,105
2023-01-02 09:19:26,CLOSE,MANHATTAN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,10025,NON EMERGENCY,105
2023-01-02 09:19:34,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10458,EMERGENCY,1
2023-01-02 09:19:54,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,2
2023-01-02 09:21:54,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10014,EMERGENCY,1
2023-01-02 09:23:00,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10468,EMERGENCY,1
2023-01-02 09:23:03,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11203,EMERGENCY,2
2023-01-02 09:23:27,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10460,NON EMERGENCY,36
2023-01-02 09:23:57,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11432,EMERGENCY,3
2023-01-02 09:25:22,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10474,EMERGENCY,25
2023-01-02 09:25:22,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10474,EMERGENCY,25
2023-01-02 09:26:10,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,166
2023-01-02 09:26:10,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,11226,NON EMERGENCY,166
2023-01-02 09:28:46,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10468,EMERGENCY,9
2023-01-02 09:28:46,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10468,NON EMERGENCY,9
2023-01-02 09:29:34,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11212,EMERGENCY,2
2023-01-02 09:29:50,CLOSE,BRONX,ELECTRIC,LIGHTING,CLOSE,FIXTURE MISSING/HANGING/LOOSE,10455,NON EMERGENCY,7
2023-01-02 09:29:55,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,11225,NON EMERGENCY,4
2023-01-02 09:29:55,CLOSE,BROOKLYN,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11225,IMMEDIATE EMERGENCY,4
2023-01-02 09:30:00,CLOSE,BROOKLYN,ELECTRIC,LIGHTING,CLOSE,DIMS OR FLICKERS,11213,NON EMERGENCY,21
2023-01-02 09:30:00,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,DIRTY OR UNSANITARY,11213,NON EMERGENCY,21
2023-01-02 09:30:00,CLOSE,BROOKLYN,ELECTRIC,LIGHTING,CLOSE,FIXTURE SPARKS WHEN TURNED ON,11213,EMERGENCY,21
2023-01-02 09:30:00,CLOSE,BROOKLYN,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,11213,NON EMERGENCY,21
2023-01-02 09:33:34,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11372,EMERGENCY,2
2023-01-02 09:33:43,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10456,EMERGENCY,1
2023-01-02 09:36:04,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10453,EMERGENCY,0
2023-01-02 09:36:50,CLOSE,BROOKLYN,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE APARTMENT,11212,IMMEDIATE EMERGENCY,1
2023-01-02 09:36:50,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,11212,NON EMERGENCY,1
2023-01-02 09:36:50,CLOSE,BROOKLYN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11212,EMERGENCY,1
2023-01-02 09:37:07,CLOSE,QUEENS,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11372,EMERGENCY,2
2023-01-02 09:37:32,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10033,EMERGENCY,2
2023-01-02 09:37:58,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10027,EMERGENCY,0
2023-01-02 09:38:36,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11225,EMERGENCY,2
2023-01-02 09:40:49,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10452,EMERGENCY,2
2023-01-02 09:41:53,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11226,NON EMERGENCY,27
2023-01-02 09:42:28,CLOSE,BROOKLYN,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,11213,NON EMERGENCY,45
2023-01-02 09:43:55,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10452,NON EMERGENCY,30
2023-01-02 09:45:07,CLOSE,BRONX,ELECTRIC,POWER OUTAGE,CLOSE,HALLS AND STAIRS ONLY,10458,IMMEDIATE EMERGENCY,2
2023-01-02 09:46:13,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10459,EMERGENCY,1
2023-01-02 09:47:34,CLOSE,QUEENS,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,11418,NON EMERGENCY,30
2023-01-02 09:48:02,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10469,EMERGENCY,1
2023-01-02 09:48:50,CLOSE,QUEENS,DOOR/WINDOW,WINDOW PANE,CLOSE,GLASS BROKEN OR MISSING,11434,EMERGENCY,121
2023-01-02 09:49:11,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11233,EMERGENCY,1
2023-01-02 09:50:08,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11212,EMERGENCY,2
2023-01-02 09:50:19,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10468,EMERGENCY,0
2023-01-02 09:50:19,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10472,EMERGENCY,1
2023-01-02 09:51:09,CLOSE,BROOKLYN,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,11234,NON EMERGENCY,100
2023-01-02 09:51:09,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,11234,EMERGENCY,100
2023-01-02 09:51:46,CLOSE,MANHATTAN,GENERAL,CABINET,CLOSE,FALLING OFF WALL,10009,EMERGENCY,41
2023-01-02 09:51:46,CLOSE,MANHATTAN,DOOR/WINDOW,WINDOW FRAME,CLOSE,WINDOW STUCK CLOSED OR OPEN,10009,NON EMERGENCY,41
2023-01-02 09:51:46,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10009,NON EMERGENCY,41
2023-01-02 09:51:46,CLOSE,MANHATTAN,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,10009,EMERGENCY,41
2023-01-02 09:51:46,CLOSE,MANHATTAN,FLOORING/STAIRS,FLOOR,CLOSE,HOLE IN WALKING AREA,10009,EMERGENCY,41
2023-01-02 09:51:46,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10009,NON EMERGENCY,41
2023-01-02 09:55:04,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10455,EMERGENCY,2
2023-01-02 09:55:54,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11225,NON EMERGENCY,68
2023-01-02 09:57:11,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10024,EMERGENCY,1
2023-01-02 09:57:31,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10462,EMERGENCY,1
2023-01-02 09:57:45,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10024,EMERGENCY,1
2023-01-02 09:57:57,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10466,EMERGENCY,1
2023-01-02 09:58:13,CLOSE,STATEN ISLAND,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10304,EMERGENCY,7
2023-01-02 09:59:53,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10468,NON EMERGENCY,4
2023-01-02 09:59:53,CLOSE,BRONX,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,10468,EMERGENCY,4
2023-01-02 09:59:53,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,BASIN BROKEN/LEAKING,10468,EMERGENCY,4
2023-01-02 09:59:53,CLOSE,BRONX,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,10468,NON EMERGENCY,4
2023-01-02 09:59:53,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10468,EMERGENCY,4
2023-01-02 09:59:56,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10460,NON EMERGENCY,192
2023-01-02 10:00:11,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11375,EMERGENCY,4
